"","EmployeeID","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","vacations","work_regularity","workLoad","mean_attendance","JobInvolvement","PerformanceRating","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance"
"136",136,34,"No","Non-Travel","Research & Development",28,3,"Medical","Male",1,"Laboratory Technician","Married",56770,9,20,1,6,3,3,1,2,27,"chronic_irregular","normal",6.85982905982906,3,4,3,3,3
"137",137,31,"No","Travel_Rarely","Research & Development",10,4,"Life Sciences","Male",3,"Sales Executive","Married",21870,1,15,1,13,2,13,3,12,29,"chronic_irregular","normal",6.13176724137931,2,3,2,1,1
"138",138,43,"No","Travel_Frequently","Sales",14,3,"Life Sciences","Female",1,"Manufacturing Director","Married",37480,7,14,2,NA,3,3,1,2,34,"regular","normal",7.6747577092511,2,3,4,4,3
"139",139,43,"No","Travel_Rarely","Sales",27,4,"Life Sciences","Male",2,"Sales Representative","Divorced",39770,4,18,1,8,3,5,0,2,23,"regular","heavily_worked",8.87894957983193,3,3,3,3,3
"140",140,25,"No","Travel_Rarely","Human Resources",7,2,"Human Resources","Male",1,"Manufacturing Director","Single",86330,1,19,1,5,2,5,1,3,29,"regular","severe_workload",10.8956465517241,4,3,2,4,3
"141",141,37,"No","Non-Travel","Research & Development",1,3,"Medical","Male",3,"Laboratory Technician","Married",20080,3,22,0,15,5,13,10,7,28,"regular","severe_workload",10.6918454935622,2,4,2,3,3
"142",142,31,"No","Travel_Rarely","Research & Development",24,1,"Medical","Male",3,"Laboratory Technician","Married",44400,1,13,1,4,2,4,3,2,29,"irregular","normal",7.05991379310345,3,3,4,1,3
"143",143,39,"No","Travel_Frequently","Research & Development",26,4,"Technical Degree","Female",1,"Sales Executive","Divorced",30670,1,20,1,21,5,21,1,6,16,"regular","severe_workload",9.00902040816326,1,4,2,3,3
"144",144,56,"No","Travel_Frequently","Research & Development",20,4,"Life Sciences","Female",3,"Sales Executive","Married",53210,9,14,0,36,1,7,7,7,22,"regular","normal",7.42041841004184,3,3,3,1,2
"145",145,30,"No","Travel_Rarely","Sales",5,4,"Medical","Female",2,"Manufacturing Director","Single",54100,0,17,1,6,2,5,4,4,16,"regular","normal",7.58587755102041,3,3,2,3,3
"146",146,41,"No","Travel_Rarely","Research & Development",7,3,"Technical Degree","Female",3,"Research Scientist","Married",27820,1,14,0,10,2,10,0,7,20,"chronic_irregular","normal",6.6243153526971,2,3,2,1,3
"147",147,28,"No","Travel_Rarely","Research & Development",7,3,"Medical","Male",3,"Healthcare Representative","Divorced",119570,1,13,0,10,2,10,1,8,25,"chronic_irregular","normal",6.19275423728814,2,3,3,1,3
"148",148,25,"Yes","Travel_Rarely","Research & Development",5,2,"Life Sciences","Female",3,"Laboratory Technician","Married",26600,5,13,0,6,3,2,0,2,25,"chronic_irregular","normal",6.47245762711864,3,3,1,1,3
"149",149,52,"No","Travel_Rarely","Research & Development",26,2,"Life Sciences","Female",2,"Sales Representative","Married",33750,2,21,0,28,2,5,0,4,18,"regular","normal",8.19506172839506,2,4,4,3,3
"150",150,45,"No","Travel_Rarely","Research & Development",2,3,"Medical","Female",1,"Sales Executive","Married",50980,3,14,1,8,4,2,0,2,24,"chronic_irregular","normal",6.78759493670886,3,3,1,4,2
"151",151,52,"No","Travel_Rarely","Research & Development",12,3,"Medical","Male",2,"Research Scientist","Married",48780,2,11,1,31,3,5,1,4,26,"regular","normal",7.30195744680851,3,3,4,4,1
"152",152,42,"No","Travel_Frequently","Sales",10,3,"Marketing","Female",2,"Healthcare Representative","Divorced",28370,2,13,1,19,0,5,0,2,28,"chronic_irregular","normal",6.82227467811159,2,3,1,3,3
"153",153,30,"No","Travel_Rarely","Sales",25,3,"Marketing","Male",1,"Sales Executive","Single",24060,2,20,1,11,5,5,0,2,31,"regular","normal",7.32286956521739,3,4,3,4,3
"154",154,60,"No","Travel_Rarely","Research & Development",10,3,"Life Sciences","Female",1,"Manufacturing Director","Married",22690,5,18,1,33,4,29,11,10,29,"chronic_irregular","normal",6.16431034482759,3,3,1,1,1
"155",155,46,"No","Travel_Rarely","Sales",19,4,"Marketing","Female",1,"Sales Executive","Divorced",41080,2,14,0,19,5,10,0,8,24,"regular","normal",7.61067510548523,2,3,3,3,2
"156",156,42,"No","Travel_Frequently","Research & Development",18,4,"Technical Degree","Male",4,"Sales Executive","Married",132060,0,13,2,7,2,6,0,4,23,"chronic_irregular","normal",6.59529411764706,3,3,4,4,4
"157",157,24,"Yes","Travel_Rarely","Research & Development",27,2,"Medical","Male",1,"Research Scientist","Single",104220,1,17,1,6,0,5,1,4,25,"regular","severe_workload",10.6491525423729,2,3,1,2,3
"158",158,34,"Yes","Travel_Frequently","Research & Development",5,3,"Medical","Male",2,"Research Scientist","Divorced",137440,0,20,1,3,3,2,1,0,34,"chronic_irregular","normal",6.20440528634361,3,4,4,3,2
"159",159,38,"No","Travel_Frequently","Sales",3,3,"Marketing","Female",2,"Sales Executive","Married",49070,1,11,1,1,3,1,0,0,24,"regular","normal",8.59236286919831,3,3,4,4,3
"160",160,40,"No","Travel_Rarely","Sales",26,4,"Marketing","Female",1,"Sales Executive","Married",34820,0,18,1,21,2,20,1,12,31,"chronic_irregular","normal",6.00117391304348,2,3,3,3,3
"161",161,26,"No","Travel_Rarely","Research & Development",3,2,"Medical","Female",4,"Healthcare Representative","Divorced",24360,1,24,0,3,2,3,0,2,34,"chronic_irregular","normal",6.28185022026432,4,4,1,4,1
"162",162,30,"No","Non-Travel","Research & Development",15,3,"Medical","Female",2,"Sales Executive","Married",23800,4,18,3,9,2,5,1,4,27,"regular","normal",7.90547008547009,2,3,3,4,1
"163",163,29,"No","Travel_Rarely","Research & Development",8,3,"Medical","Female",3,"Manufacturing Director","Married",194310,1,11,0,10,3,10,0,7,19,"irregular","normal",7.17578512396694,3,3,2,3,3
"164",164,29,"Yes","Travel_Rarely","Research & Development",19,4,"Life Sciences","Male",3,"Research Scientist","Married",17900,5,16,1,6,4,2,1,1,24,"chronic_irregular","normal",6.65147679324895,2,3,3,2,4
"165",165,19,"Yes","Travel_Rarely","Research & Development",4,3,"Medical","Male",1,"Sales Executive","Single",76440,1,15,2,1,2,1,0,0,27,"regular","normal",7.90628205128205,3,3,1,4,4
"166",166,30,"No","Non-Travel","Research & Development",2,4,"Life Sciences","Female",3,"Research Scientist","Married",51310,0,15,1,10,2,9,7,8,22,"chronic_irregular","normal",6.71887029288703,3,3,3,1,3
"167",167,57,"No","Travel_Rarely","Research & Development",2,2,"Life Sciences","Male",4,"Research Scientist","Divorced",63060,3,12,1,32,3,1,0,0,30,"chronic_irregular","normal",6.29064935064935,3,3,1,4,2
"168",168,50,"No","Travel_Rarely","Sales",10,4,"Life Sciences","Female",3,"Manager","Married",47870,0,12,0,28,3,27,15,7,18,"irregular","normal",7.1780658436214,3,3,2,3,3
"169",169,30,"No","Non-Travel","Sales",10,2,"Life Sciences","Male",3,"Laboratory Technician","Single",188800,0,22,1,12,3,11,6,7,21,"chronic_irregular","normal",6.28620833333333,3,4,3,4,2
"170",170,60,"No","Travel_Frequently","Research & Development",16,3,"Life Sciences","Female",4,"Laboratory Technician","Married",23390,4,20,0,22,4,18,13,11,30,"regular","normal",7.21844155844156,3,4,3,1,4
"171",171,47,"No","Travel_Rarely","Research & Development",1,3,"Technical Degree","Male",5,"Manufacturing Director","Divorced",135700,5,16,2,20,2,5,0,4,31,"regular","normal",7.80913043478261,2,3,1,4,3
"172",172,46,"No","Travel_Rarely","Sales",4,1,"Technical Degree","Male",1,"Laboratory Technician","Married",67120,6,21,1,26,3,3,0,1,19,"chronic_irregular","normal",6.805,2,4,1,3,1
"173",173,35,"No","Travel_Rarely","Research & Development",15,2,"Medical","Female",2,"Laboratory Technician","Single",54060,0,12,1,6,2,5,4,3,27,"chronic_irregular","normal",6.48405982905983,3,3,4,3,3
"174",174,54,"No","Travel_Rarely","Research & Development",2,4,"Medical","Male",2,"Human Resources","Single",89380,7,11,3,19,2,1,0,0,20,"regular","normal",7.65103734439834,3,3,3,3,3
"175",175,34,"No","Travel_Rarely","Sales",8,2,"Life Sciences","Male",1,"Laboratory Technician","Divorced",24390,3,11,2,14,2,7,5,7,27,"regular","normal",7.58619658119658,4,3,4,3,3
"176",176,46,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Male",1,"Healthcare Representative","Married",88370,2,18,0,15,3,3,1,2,27,"regular","severe_workload",9.17944444444444,2,3,3,4,3
"177",177,31,"No","Travel_Rarely","Research & Development",7,3,"Life Sciences","Male",2,"Research Director","Divorced",53430,1,14,1,13,3,13,0,8,25,"chronic_irregular","normal",6.37792372881356,3,3,3,2,4
"178",178,33,"Yes","Travel_Rarely","Research & Development",10,3,"Life Sciences","Female",4,"Research Director","Married",67280,7,22,0,15,2,7,7,7,27,"regular","normal",8.47773504273504,2,4,2,3,4
"179",179,33,"Yes","Travel_Rarely","Sales",5,4,"Marketing","Male",2,"Research Director","Divorced",66520,7,25,0,8,5,4,1,3,17,"irregular","normal",6.96504098360656,3,4,1,4,3
"180",180,30,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Male",1,"Sales Executive","Single",48500,0,12,1,4,4,3,1,2,20,"chronic_irregular","normal",6.4750622406639,3,3,4,2,3
"181",181,35,"No","Travel_Rarely","Research & Development",12,2,"Medical","Female",2,"Sales Representative","Married",28090,4,23,1,10,2,8,0,0,19,"regular","heavily_worked",8.87628099173554,1,4,4,3,3
"182",182,31,"Yes","Travel_Frequently","Research & Development",22,2,"Medical","Female",2,"Sales Executive","Married",56890,3,15,2,12,2,1,0,0,33,"chronic_irregular","normal",6.58828947368421,2,3,1,3,3
"183",183,34,"Yes","Travel_Frequently","Sales",17,1,"Marketing","Male",1,"Research Director","Divorced",20010,9,22,1,11,5,3,0,2,24,"regular","severe_workload",10.995611814346,4,4,2,1,3
"184",184,42,"No","Travel_Frequently","Research & Development",2,4,"Medical","Female",1,"Research Scientist","Married",29770,4,15,3,8,3,2,2,0,25,"regular","normal",7.81059322033898,2,3,2,3,3
"185",185,36,"No","Non-Travel","Research & Development",3,4,"Medical","Male",1,"Research Scientist","Single",40250,1,11,0,10,3,10,9,7,17,"regular","normal",7.22934426229508,3,3,2,4,2
"186",186,22,"Yes","Travel_Frequently","Research & Development",7,3,"Medical","Female",2,"Laboratory Technician","Single",37850,5,13,2,4,2,2,1,2,27,"chronic_irregular","normal",6.41931623931624,3,3,3,3,3
"187",187,48,"No","Travel_Rarely","Research & Development",6,3,"Medical","Male",1,"Laboratory Technician","Married",108540,2,14,1,14,6,9,6,7,30,"chronic_irregular","normal",6.77935064935065,3,3,2,4,3
"188",188,55,"No","Travel_Rarely","Research & Development",1,3,"Medical","Female",1,"Sales Executive","Single",120310,3,11,0,37,5,10,7,7,27,"regular","normal",7.39081196581197,3,3,1,2,3
"189",189,41,"No","Non-Travel","Research & Development",3,2,"Life Sciences","Female",2,"Research Scientist","Single",99360,7,17,1,16,2,14,1,10,31,"chronic_irregular","normal",6.19221739130435,2,3,4,4,3
"190",190,35,"No","Travel_Rarely","Research & Development",22,3,"Medical","Female",1,"Sales Representative","Married",29660,9,18,0,15,2,11,6,9,28,"chronic_irregular","normal",6.01454935622318,2,3,2,3,3
"191",191,40,"No","Travel_Rarely","Research & Development",15,3,"Life Sciences","Female",2,"Laboratory Technician","Single",25710,7,14,0,22,1,20,5,13,17,"regular","normal",7.30155737704918,3,3,2,3,3
"192",192,39,"No","Travel_Frequently","Research & Development",12,1,"Medical","Male",1,"Research Scientist","Married",99910,1,16,1,8,3,8,0,7,19,"irregular","normal",7.06202479338843,3,3,3,3,3
"193",193,31,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences","Male",3,"Research Director","Single",61420,4,13,2,10,2,6,0,5,19,"regular","normal",8.72454545454545,2,3,2,4,4
"194",194,42,"No","Travel_Rarely","Research & Development",5,3,"Medical","Male",3,"Sales Executive","Married",53900,1,14,0,10,3,10,5,8,25,"regular","severe_workload",10.8078389830508,3,3,4,1,2
"195",195,45,"No","Travel_Rarely","Research & Development",2,1,"Medical","Female",4,"Sales Executive","Married",44040,0,23,0,9,2,8,3,7,35,"regular","normal",7.41026548672566,3,4,4,2,4
"196",196,26,"Yes","Travel_Frequently","Research & Development",2,1,"Life Sciences","Female",2,"Laboratory Technician","Divorced",59930,0,12,0,8,3,7,1,0,17,"regular","severe_workload",9.19045081967213,3,3,NA,3,2
"197",197,29,"No","Travel_Rarely","Research & Development",5,3,"Medical","Male",1,"Research Scientist","Divorced",51300,4,11,0,8,3,3,1,2,33,"regular","normal",7.39298245614035,2,3,4,4,4
"198",198,33,"No","Travel_Rarely","Research & Development",16,3,"Medical","Female",1,"Laboratory Technician","Divorced",20900,4,16,0,10,2,6,0,5,20,"regular","normal",7.40282157676349,3,3,1,3,3
"199",199,31,"No","Travel_Rarely","Research & Development",2,4,"Life Sciences","Female",1,"Sales Executive","Divorced",29090,9,14,2,10,2,5,0,1,27,"chronic_irregular","normal",6.71153846153846,3,3,3,4,2
"200",200,18,"Yes","Travel_Frequently","Research & Development",2,3,"Technical Degree","Male",1,"Sales Executive","Single",34680,1,18,2,0,4,0,0,0,20,"regular","severe_workload",9.23,4,3,2,2,3
"201",201,40,"No","Non-Travel","Research & Development",1,4,"Technical Degree","Female",2,"Laboratory Technician","Divorced",30680,3,19,0,20,3,1,0,1,22,"chronic_irregular","normal",6.88054393305439,2,3,3,1,3
"202",202,41,"No","Non-Travel","Research & Development",23,3,"Life Sciences","Male",2,"Manufacturing Director","Single",26700,2,15,2,10,2,8,0,7,31,"regular","severe_workload",9.29226086956522,2,3,1,3,3
"203",203,26,"No","Travel_Rarely","Research & Development",9,4,"Medical","Male",3,"Healthcare Representative","Divorced",26930,5,17,3,8,3,0,0,0,32,"chronic_irregular","normal",6.0161135371179,2,3,1,3,3
"204",204,35,"No","Travel_Rarely","Research & Development",16,4,"Medical","Male",2,"Human Resources","Single",95260,1,15,0,5,2,5,0,3,33,"chronic_irregular","normal",6.32605263157895,2,3,1,3,3
"205",205,34,"No","Travel_Rarely","Research & Development",26,3,"Medical","Male",1,"Laboratory Technician","Single",52370,1,19,1,10,3,10,5,7,24,"chronic_irregular","normal",6.40632911392405,2,3,4,4,3
"206",206,26,"Yes","Travel_Rarely","Sales",1,3,"Marketing","Female",2,"Manufacturing Director","Single",24260,1,22,0,1,3,1,0,0,28,"regular","normal",8.75158798283262,1,4,3,4,1
"207",207,37,"No","Travel_Rarely","Research & Development",8,1,"Life Sciences","Male",1,"Sales Executive","Single",41930,4,16,1,12,5,6,1,2,21,"regular","normal",7.389875,3,3,2,4,4
"208",208,46,"No","Travel_Frequently","Research & Development",4,1,"Medical","Male",5,"Human Resources","Married",29110,5,13,0,28,3,2,1,2,33,"chronic_irregular","normal",6.19583333333333,3,3,1,3,2
"209",209,41,"No","Travel_Rarely","Research & Development",24,1,"Life Sciences","Male",1,"Research Director","Married",26610,7,14,1,22,2,18,11,8,22,"regular","normal",7.70594142259414,3,3,2,1,3
"210",210,37,"No","Non-Travel","Research & Development",7,2,"Medical","Male",1,"Sales Executive","Divorced",20280,1,16,1,9,3,9,7,7,20,"regular","normal",7.50651452282158,3,3,1,2,3
"211",211,52,"No","Travel_Rarely","Sales",2,1,"Medical","Male",1,"Laboratory Technician","Divorced",99800,NA,11,1,18,2,10,6,9,17,"regular","severe_workload",9.07577868852459,3,3,4,1,3
"212",212,32,"Yes","Non-Travel","Research & Development",7,2,"Life Sciences","Female",2,"Research Director","Married",32980,8,22,0,6,4,4,1,2,20,"chronic_irregular","normal",5.99319502074689,2,4,4,3,3
"213",213,24,"No","Travel_Frequently","Sales",22,3,"Life Sciences","Female",1,"Healthcare Representative","Married",29350,0,14,2,3,5,2,2,1,19,"chronic_irregular","normal",6.03070247933884,2,3,4,4,3
"214",214,38,"No","Travel_Rarely","Research & Development",5,3,"Life Sciences","Female",1,"Research Scientist","Married",154270,3,16,1,18,2,1,0,0,22,"chronic_irregular","normal",6.02037656903766,3,3,3,3,3
"215",215,37,"No","Travel_Rarely","Research & Development",1,4,"Technical Degree","Female",5,"Research Scientist","Married",39440,6,11,2,8,3,6,4,3,24,"chronic_irregular","normal",6.89919831223629,3,3,2,2,2
"216",216,49,"No","Travel_Rarely","Sales",21,1,"Life Sciences","Male",1,"Sales Executive","Divorced",40110,1,18,2,31,2,31,0,9,20,"regular","severe_workload",10.7813692946058,1,3,4,3,3
"217",217,24,"No","Travel_Rarely","Sales",1,3,"Marketing","Female",1,"Sales Executive","Married",34070,1,15,2,6,2,6,1,4,30,"regular","heavily_worked",8.98329004329004,2,3,2,4,3
"218",218,26,"No","Travel_Rarely","Research & Development",19,4,"Technical Degree","Female",4,"Sales Executive","Married",119940,1,14,1,6,6,5,1,4,19,"regular","normal",7.38338842975207,3,3,1,2,4
"219",219,24,"No","Travel_Rarely","Sales",7,3,"Medical","Female",1,"Laboratory Technician","Married",12320,1,12,0,1,4,1,0,0,29,"chronic_irregular","normal",6.82340517241379,1,3,4,2,3
"220",220,50,"No","Travel_Frequently","Sales",2,2,"Marketing","Male",1,"Sales Executive","Married",29600,1,14,3,32,2,32,10,7,17,"chronic_irregular","normal",6.78877049180328,3,3,1,2,3
"221",221,25,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Male",1,"Research Scientist","Married",190940,1,16,0,7,3,7,0,6,34,"regular","normal",7.40947136563877,2,3,2,3,3
"222",222,24,"Yes","Travel_Frequently","Research & Development",2,3,"Medical","Male",2,"Research Scientist","Married",39190,1,21,0,6,3,6,1,2,15,"regular","severe_workload",10.8255284552846,3,4,1,3,3
"223",223,30,"Yes","Travel_Frequently","Research & Development",9,3,"Other","Male",2,"Healthcare Representative","Married",68250,1,14,0,1,2,1,0,0,28,"chronic_irregular","normal",6.87763948497854,3,3,2,1,4
"224",224,34,"No","Travel_Rarely","Sales",6,2,"Life Sciences","Male",4,"Research Director","Married",102480,1,12,1,6,4,6,1,3,30,"regular","heavily_worked",8.9065367965368,3,3,2,4,3
"225",225,31,"Yes","Travel_Rarely","Research & Development",9,1,"Medical","Female",1,"Sales Representative","Divorced",189470,2,12,2,9,2,3,1,2,22,"chronic_irregular","normal",6.68351464435146,2,3,2,1,1
"226",226,35,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Female",5,"Sales Executive","Single",24960,4,17,3,9,3,3,0,2,22,"regular","normal",7.92451882845188,3,3,1,4,3
"227",227,31,"No","Travel_Rarely","Sales",1,3,"Marketing","Female",2,"Sales Executive","Divorced",64650,4,17,0,13,3,7,5,7,27,"chronic_irregular","normal",6.3107264957265,3,3,1,4,4
"228",228,27,"No","Travel_Rarely","Sales",22,4,"Medical","Male",1,"Sales Representative","Divorced",22060,0,14,1,6,4,5,0,3,22,"regular","normal",7.88803347280335,3,3,1,3,2
"229",229,37,"No","Travel_Rarely","Sales",9,4,"Marketing","Female",2,"Laboratory Technician","Married",20860,4,14,0,17,3,3,1,0,18,"regular","heavily_worked",8.88320987654321,3,3,4,3,2
"230",230,20,"No","Travel_Rarely","Research & Development",17,4,"Medical","Female",1,"Sales Representative","Single",22930,1,13,2,1,3,1,0,0,19,"irregular","normal",7.0899173553719,1,3,4,2,4
"231",231,42,"No","Travel_Rarely","Research & Development",28,4,"Life Sciences","Female",2,"Manufacturing Director","Married",26450,1,15,0,10,5,10,2,2,26,"regular","normal",7.49093617021277,3,3,3,4,3
"232",232,43,"No","Travel_Rarely","Research & Development",10,5,"Technical Degree","Female",2,"Sales Executive","Divorced",26830,4,11,0,21,3,1,0,0,16,"regular","normal",8.6854693877551,3,3,2,4,2
"233",233,38,"No","Travel_Rarely","Human Resources",2,4,"Medical","Male",1,"Human Resources","Single",20140,3,17,1,8,5,0,0,0,19,"chronic_irregular","normal",6.80214876033058,4,3,3,1,2
"234",234,43,"No","Travel_Frequently","Sales",4,3,"Medical","Female",2,"Healthcare Representative","Divorced",34190,3,11,1,10,5,8,4,7,18,"regular","severe_workload",9.12633744855967,3,3,4,3,3
